date,reaction_count,top_react,comment_count,full_content,emojis,hashtags
2024-07-19 21:34:00,153,"Thích, Yêu thích và Thương thương",0,"THÔNG BÁO: TẠM HOÃN SỰ KIỆN TIGER CRYSTAL RAVE VÀ CHUỖI SỰ KIỆN BIA LARUE HEINEKEN Việt Nam xin thông báo về việc tạm hoãn các sự kiện: -Tiger Crystal Rave tại Khu du lịch San Hô Xanh Vũng Tàu vào ngày 20/07/2024.
- Đại nhạc hội Larue yêu Đà Nẵng dự kiến diễn ra tại Công Viên Biển Đông, Đà Nẵng vào ngày 20/07/2024.
- Đêm tự hào Larue yêu Quảng Nam dự kiến diễn ra tại Duy Xuyên, Quảng Nam vào ngày 20/07/2024. HEINEKEN Việt Nam rất mong quý khách hàng thông cảm.
Chúng tôi sẽ sớm cập nhật thông báo mới nhất về các sự kiện trong thời gian sớm nhất.
Hãy theo dõi fanpage Tiger Beer và fanpage Bia Larue để nhận được các cập nhật mới nhất trong thời gian tới.",,[]
2024-07-11 15:52:00,785,"Thích, Yêu thích và Thương thương",0,Một ngày làm việc của Quản Trị Viên Tập Sự tại HEINEKEN Việt Nam có gì thú vị? Cùng theo chân Bùi Nguyễn Hoàng Ngân để tìm ra câu trả lời nhé ✨💕 #LifeAtHeinekenVietnam #HeinekenVietnam,💕,"['#LifeAtHeinekenVietnam', '#HeinekenVietnam']"
2024-07-05 20:32:00,39,"Thích, Yêu thích và Wow",4,POV khi bạn trúng tuyển quản trị viên tập sự tại HEINEKEN Việt Nam 💚,💚,[]
2024-06-14 17:53:00,154,"Thích, Yêu thích và Haha",5,Điều gì có tại văn phòng chính của HEINEKEN Việt Nam làm bạn ấn tượng nhất? 😎 #LifeAtHEINEKENVietnam #HEINEKENVietnam,😎,"['#LifeAtHEINEKENVietnam', '#HEINEKENVietnam']"
2024-05-31 17:00:00,64,"Thích, Yêu thích và Wow",10,"Cuối tuần tới, lên kèo hạ hoả cùng HEINEKEN Việt Nam thôi 🍺 #HEINEKENVietnam",🍺,['#HEINEKENVietnam']
2024-05-17 19:18:00,94,"Thích, Yêu thích và Haha",19,"Ở cạnh điều mình yêu, uống bia mình thích 🥰 #HeinekenVietnam",🥰,['#HeinekenVietnam']
2024-05-15 20:23:00,1119,"Thích, Yêu thích và Thương thương",22,"Cùng HEINEKEN Việt Nam khám phá bên trong nhà máy sản xuất bia nhé!
#HEINEKENVietnam",,['#HEINEKENVietnam']
2024-04-26 14:03:00,1427,"Thích, Yêu thích và Haha",83,"Lễ này có Ken 0 độ vui tiệc 0 lo 💚🥳
#HEINEKENVietnam #Heineken00",💚🥳,"['#HEINEKENVietnam', '#Heineken00']"
2024-04-25 15:20:00,92,"Thích, Yêu thích và Thương thương",2,Cùng lắng nghe 3 kinh nghiệm anh Nguyễn Đăng Duy- Business Controller đã đúc kết được trong suốt 6 năm làm việc tại nhiều vị trí và nhiều quốc gia trong tập đoàn HEINEKEN 💚 #HeinekenVietnam,💚,['#HeinekenVietnam']
2024-04-24 12:02:00,101,"Thích, Yêu thích và Thương thương",2,"LARUE MANG NƯỚC SINH HOẠT VỀ TIỀN GIANG! 🚛 Hạn hán, xâm nhập mặn và thiếu nước đang ảnh hưởng trực tiếp đến đời sống hàng ngày của người dân tại các tỉnh Đồng Bằng Sông Cửu Long, đặc biệt tại khu vực Tiền Giang. Vào tuần trước, Bia Larue đã có mặt tại khu vực này để đồng hành cùng người dân vượt qua khó khăn, bằng cách khởi động chuỗi hoạt động “Mang nước sạch về Tiền Giang”. Trong 4 ngày khởi động dự án, Bia Larue đã mang đến 16 chuyến xe bồn chở tổng cộng 160.000L cho hơn 1.000 hộ 🤝 Trong tuần này, Larue sẽ tiếp tục mang những chuyến xe nước sạch đến hỗ trợ người dân ❤️ #Larue #BiaLarue #HEINEKENVietnam",🚛🤝,"['#Larue', '#BiaLarue', '#HEINEKENVietnam']"
2024-04-22 10:53:00,3016,"Thích, Yêu thích và Thương thương",12,"Vì mỗi ngày đều là ngày Trái Đất 🌍 Tại HEINEKEN Việt Nam, chúng tôi thực hành phát triển bền vững trong từng hoạt động thường ngày. Còn bạn thì sao? Hãy cùng chúng tôi chung tay tạo sự thay đổi từ những hành động nhỏ nhé! #HEINEKENVietnam #NgàyTráiĐất2024 #PhátTriểnBềnVững",🌍,"['#HEINEKENVietnam', '#NgàyTráiĐất2024', '#PhátTriểnBềnVững']"
2024-04-16 19:05:00,1864,"Thích, Yêu thích và Thương thương",15,"Khám phá hành trình 6 năm tại HEINEKEN Việt Nam của anh Nguyễn Đăng Duy - Business Controller, từ khi tham gia chương trình Quản trị viên tập sự khu vực Châu Á Thái Bình Dương đến khi trở thành Business Controller (Chuỗi cung ứng) tại Trụ sở chính của Tập đoàn HEINEKEN Toàn cầu tại Hà Lan! Cơ hội làm việc tại các quốc gia khác nhau đã giúp Duy có những trải nghiệm đa dạng và góc nhìn phong phú cho con đường sự nghiệp của mình. Cùng theo dõi câu chuyện truyền cảm hứng của Đăng Duy nhé! 💚
#HEINEKENVietnam #CareerStory #LifeatHEINEKENVietnam #GlobalExperience",💚,"['#HEINEKENVietnam', '#CareerStory', '#LifeatHEINEKENVietnam', '#GlobalExperience']"
2024-03-22 16:41:00,1985,"Thích, Yêu thích và Thương thương",13,"Chuyện gì sẽ xảy ra nếu không còn nguồn nước? 💧 Nước là nguồn tài nguyên quý giá của Trái Đất và là nguyên liệu quan trọng cần có trong cuộc sống của chúng ta, chính vì thế HEINEKEN Việt Nam luôn nỗ lực bảo tồn nguồn nước trong các hoạt động hằng ngày. Hãy cùng chúng tôi chung tay bảo vệ nguồn nước bạn nhé! 💚 #PhátTriểnBềnVững #HEINEKENVietnam #NgàyQuốcTếNước2024",💧💚,"['#PhátTriểnBềnVững', '#HEINEKENVietnam', '#NgàyQuốcTếNước2024']"
2024-03-21 19:00:00,264,"Thích, Yêu thích và Thương thương",4,"Từ năm 2022, HEINEKEN Việt Nam đã đề cử và tài trợ cho 6 lãnh đạo nữ cấp cao tham gia Mạng lưới Lãnh đạo nữ Toàn cầu (WIN) được đào tạo bởi Viện Phát triển Quản lý Quốc tế IMD tại Thụy Sĩ. WIN là chương trình phát triển năng lực lãnh đạo của Tập đoàn HEINEKEN dành cho các nữ quản lý. Các nữ lãnh đạo của chúng tôi đã có cơ hội tham gia hành trình phát triển tài năng kéo dài 10 tháng, bao gồm các lớp học trực tuyến và trực tiếp tại Thụy Sĩ. Qua đó, chương trình đã cung cấp cho họ những kiến thức về khả năng tự nhận thức và kỹ năng tạo sức ảnh hưởng. 💚💚 Hãy cùng gặp gỡ chị Nguyễn Thanh Tú - Head of CMI, chị Đinh Thị Ngọc Hạnh - Head of Modern Trade và chị Phạm Thị Ngọc Liên – Technological Controller và lắng nghe những chia sẻ truyền cảm hứng của họ sau khi tham gia chương trình nhé! #Developmentprogram #Leaders #DEI #InvestInHer #HEINEKENVietnam",💚💚,"['#Developmentprogram', '#Leaders', '#DEI', '#InvestInHer', '#HEINEKENVietnam']"
2024-03-15 19:01:00,481,"Thích, Yêu thích và Haha",8,"BẠN NGHĨ SAO VỀ PHỤ NỮ NẮM VAI TRÒ LÃNH ĐẠO? Đối với cô Elien Smits, Giám đốc Chuỗi Cung Ứng Cấp Cao tại HEINEKEN Việt Nam, bên cạnh việc góp phần tạo nên một môi trường hòa nhập, công bằng, bình đẳng, phụ nữ ở vị trí lãnh đạo chính là hình mẫu truyền cảm hứng cho tất cả đồng nghiệp cùng vươn đến thành công. 💚 #HEINEKENVietnam #InclusionForAll #EmbraceEquity",💚,"['#HEINEKENVietnam', '#InclusionForAll', '#EmbraceEquity']"
2024-03-07 20:23:00,286,"Thích, Yêu thích và Haha",10,"Nhân ngày Quốc tế Phụ nữ hãy tag những người phụ nữ đã truyền cảm hứng cho chúng ta mỗi ngày 💚 Cùng nhau, chúng ta sẽ tạo ra một thế giới hòa nhập, công bằng và bình đẳng cho tất cả mọi người! #HEINEKENVietnam",💚,['#HEINEKENVietnam']
2024-03-04 17:33:00,400,"Thích, Yêu thích và Wow",31,"🔔 BỨT PHÁ TIỀM NĂNG TRONG BẠN CÙNG CHƯƠNG TRÌNH THỰC TẬP TẠI HEINEKEN VIỆT NAM 2024 🔔 Chương trình Thực tập sinh 2024 được thiết kế để giúp các bạn sinh viên có thể đặt những viên gạch vững chắc đầu tiên trên con đường phát triển sự nghiệp của mình tại tập đoàn sản xuất và kinh doanh bia hàng đầu thế giới. Ở các Bộ phận:
🛒 Commerce (Sales, Marketing)
👷‍♀️ Supply Chain (Engineering, Technology, Brewing, Safety & Security)
👨‍👩‍👧‍👦 Supporting Functions (People, Corporate Affairs, Digital & Technology, Tiger Tribe) Điều kiện ứng tuyển:
📍 Sinh viên năm 3, 4 và chưa tốt nghiệp, có thể làm việc toàn thời gian trong vòng 6 tháng kể từ tháng 4 và 5/2024.
📍 Có tinh thần cầu tiến, chủ động, tích cực và khả năng học tập tốt.
📍 Kỹ năng giao tiếp, giải quyết vấn đề và kỹ năng tiếng Anh tốt. Tìm hiểu các vị trí mở tuyển và ứng tuyển ngay tại:
▪️ Commerce: https://bit.ly/3T09sE4
▪️ Supply Chain: https://bit.ly/3TkEqbf
▪️ Supporting Functions: https://bit.ly/3wG5Csn #HEINEKENVietnam #internship",🔔🔔🛒👷👨👩👧👦📍📍📍,"['#HEINEKENVietnam', '#internship']"
2024-02-28 17:47:00,260,"Thích, Yêu thích và Wow",13,,,
2024-02-28 17:47:00,260,"Thích, Yêu thích và Wow",13,,,
2024-02-28 17:47:00,260,"Thích, Yêu thích và Wow",13,,,
2024-02-08 10:00:00,1519,"Thích, Yêu thích và Thương thương",19,"Tết này vô tư dự tiệc vui cùng bạn bè và người thân mà vẫn an tâm thoải mái lái xe.
Cùng Heineken® 0.0, đón Tết an toàn và trọn niềm vui bạn nhé! 🍻 #HEINEKENVietnam #Heineken00",🍻,"['#HEINEKENVietnam', '#Heineken00']"
2024-02-07 11:29:00,1323,"Thích, Yêu thích và Thương thương",8,"Năm 2024 đánh dấu năm thứ hai HEINEKEN Việt Nam hợp tác cùng Trung ương Hội chữ thập đỏ Việt Nam triển khai chương trình “HEINEKEN Cares – chung tay sẻ chia, cùng cộng đồng đón Tết An Vui” Qua một năm khó khăn, chúng tôi vẫn cam kết đồng hành cùng cộng đồng. Trong vài tuần qua, hàng trăm nhân viên HEINEKEN Việt Nam đã cùng nhau góp phần mang đến một mùa Tết An Vui cho 5.300 người dân có hoàn cảnh khó khăn tại 42 khu vực trên toàn quốc. Với HEINEKEN Việt Nam, Tết là sẻ chia! 💚 #HEINEKENVietnam",💚,['#HEINEKENVietnam']
2024-01-19 19:01:00,96,"Thích, Yêu thích và Thương thương",3,Ông Alexander Koch - Tổng Giám đốc HEINEKEN Việt Nam đã có cuộc thảo luận về phát triển bền vững với MC Khánh Vy trong podcast Show Live của Kenh14.vn Xem toàn bộ video tại đây: https://video.kenh14.vn/ban-ve-phat-trien-ben-vung-cung-mc-khanh-vy-va-tong-giam-doc-heineken-viet-nam-alexander-koch-332305.chn,,[]
2024-01-03 19:00:00,159,"Thích, Yêu thích và Thương thương",9,"Cùng gặp Lâm Chí Tâm - TPM Specialist đang phụ trách quản lý và tối ưu năng suất tại nhà máy HEINEKEN Việt Nam Tiền Giang, và khám phá những bước ngoặt thú vị trong sự nghiệp của Tâm trong những năm qua, từ một kỹ sư, chuyên viên kỹ thuật số đến vị trí hiện tại. Tại HEINEKEN Việt Nam chúng tôi luôn tôn trọng và ủng hộ mọi con đường phát triển sự nghiệp của nhân viên. Hành trình sự nghiệp đa dạng của Tâm là một ví dụ. Cùng theo dõi những chia sẻ của Tâm và đón xem những câu chuyện nghề nghiệp truyền cảm hứng khác tại tập tiếp theo nhé! #HEINEKENVietnam #LifeatHEINEKENVietnam #CareerGrowth #TalentDevelopment",,"['#HEINEKENVietnam', '#LifeatHEINEKENVietnam', '#CareerGrowth', '#TalentDevelopment']"
2023-12-30 12:07:00,191,"Thích, Yêu thích và Wow",6,HEINEKEN VIỆT NAM CẢM ƠN CÁC BẠN 💚 Cảm ơn các bạn đã luôn đồng hành trên hành trình đáng nhớ của chúng tôi năm qua. Hãy cùng chúng tôi nâng ly khép lại năm 2023 và sẵn sàng chào đón năm 2024 bùng nổ hơn nhé 🍻 #HEINEKENVietnam,💚🍻,['#HEINEKENVietnam']
2023-12-29 19:00:00,75,"Thích, Yêu thích và Thương thương",8,"Theo chân Ngô Kim Khánh và khám phá một ngày làm việc bên ngoài văn phòng của một Chuyên viên Phát triển Bền vững tại HEINEKEN Việt Nam nhé 🌱 Tháng 11 vừa qua, Khánh cùng với team HEINEKEN Việt Nam, WWF-Việt Nam và Bộ Nông nghiệp và Phát triển Nông thôn đã thực hiện dự án trồng cây tại Khu bảo tồn và Du lịch sinh thái Đồng Tháp Mười. Đây là hoạt động nằm trong chương trình hợp tác 4 năm giữa HEINEKEN Việt Nam và các đối tác nhằm bảo tồn nguồn nước ở 3 lưu vực sông trọng điểm tại Việt Nam. Phát triển Bền vững với chúng tôi là cùng hành động! Và Khánh đang góp phần hiện thực hóa điều này - mỗi ngày tại HEINEKEN Việt Nam 💚 #HEINEKENVietnam #BrewABetterVietnam #Sustainability",🌱💚,"['#HEINEKENVietnam', '#BrewABetterVietnam', '#Sustainability']"
2023-12-20 20:00:00,453,"Thích, Yêu thích và Haha",11,"Phát triển sự nghiệp có nhất định là một con đường thẳng? 🧐 Cùng tìm hiểu sự nghiệp 16 năm của anh Đặng Đình Bình tại HEINEKEN Việt Nam để tìm câu trả lời nhé. Từ Sales Representative cho đến Group Key Accounts Manager, anh Bình đã trải qua nhiều vai trò và làm việc tại nhiều văn phòng khác nhau của HEINEKEN Việt Nam. Với tư duy cởi mở, sẵn sàng đối đầu với những thách thức mới, cùng với sự ủng hộ của các sếp; anh Bình cho chúng ta thấy phát triển không nhất thiết là chỉ đi một đường thẳng. Phát triển, với anh Bình, cũng có thể là đi ngang và luôn sẵn sàng với những thử thách đa dạng tại nơi làm việc. #HEINEKENVietnam #CareerStory #LifeatHEINEKENVietnam",🧐,"['#HEINEKENVietnam', '#CareerStory', '#LifeatHEINEKENVietnam']"
2023-12-14 14:00:00,1121,"Thích, Yêu thích và Thương thương",23,"HEINEKEN VIỆT NAM ĐƯỢC VINH DANH VỚI LOẠT GIẢI THƯỞNG PHÁT TRIỂN BỀN VỮNG 2023 Năm 2023 đánh dấu những bước tiến mới trên hành trình “Vì một Việt Nam tốt đẹp hơn” của HEINEKEN Việt Nam, khi công ty được trao tặng một loạt giải thưởng Phát triển Bền vững: 🌟 Green Business of the Year do Hiệp hội Doanh nghiệp Hà Lan tại Việt Nam (DBAV) trao tặng 🌟 Green Business of the Year do Hiệp hội Doanh nghiệp Châu Âu tại Việt Nam (Eurocham) trao tặng 🌟 Cơ sở, công trình xây dựng sử dụng năng lượng xanh 4 sao do Sở Công Thương, thành phố Hà Nội trao tặng 🌟 Top 2 Doanh nghiệp Phát triển Bền vững nhất Việt Nam và Top 5 doanh nghiệp tiên phong thực hiện kinh tế tuần hoàn và cắt giảm phát thải các-bon do Liên đoàn Thương mại và Công nghiệp Việt Nam (VCCI) và Hội đồng Doanh nghiệp vì sự Phát triển bền vững Việt Nam (VBCSD-VCCI) trao tặng. Năm 2023 đánh dấu năm thứ 8 liên tiếp HEINEKEN Việt Nam được vinh danh trong số 3 Doanh nghiệp Bền vững nhất Việt Nam trong lĩnh vực sản xuất và cũng là cột mốc quan trọng trong hành trình chuyển đổi năng lượng của chúng tôi. Hiện tại, 100% các sản phẩm Heineken® đang được sản xuất bằng 100% năng lượng tái tạo. Vượt qua những thách thức trong một năm nhiều khó khăn, chúng tôi vẫn kiên trì theo đuổi các mục tiêu phát triển bền vững.
Xin cảm ơn sự đồng hành và ủng hộ của tất cả các thành viên của HEINEKEN Việt Nam, đối tác, khách hàng và người tiêu dùng! #HEINEKENVietnam",🌟🌟🌟🌟,['#HEINEKENVietnam']
2023-12-09 19:00:00,172,"Thích, Yêu thích và Wow",0,Bạn đã thử bia Tiger lon cao chưa? #TigerBeer #LonCaoMoi #KhaiXuanBanLinh,,"['#TigerBeer', '#LonCaoMoi', '#KhaiXuanBanLinh']"
2023-12-08 18:15:00,277,"Thích, Yêu thích và Haha",17,"TĂNG TỐC SỰ NGHIỆP TRADE MARKETING VỚI HEINEKEN VIETNAM NEXT GEN 2024🔔 📣Chương trình Quản trị viên tập sự HEINEKEN Vietnam Next Gen đã trở lại và chính thức mở đơn đăng ký từ 08/12/2023. Ứng tuyển ngay để trở thành những nhà lãnh đạo tài năng trong tương lai của HEINEKEN Việt Nam sau thử thách 18 tháng tại bộ phận TRADE MARKETING. Chương trình được xây dựng với lộ trình phát triển nhanh chóng và cơ hội luân chuyển tại các chi nhánh nước ngoài của tập đoàn HEINEKEN. 🟢Quy trình tuyển chọn:
Mở đơn ứng tuyển: 08/12/2023 – 31/12/2023
Kiểm tra năng lực trực tuyến: 01/2024
Phỏng vấn sơ bộ: 01/2024
Đánh giá toàn diện: 03/2024
Phỏng vấn vòng cuối: 03/2024
Bắt đầu làm việc: 04/2024 👉🏻Ứng tuyển ngay tại: http://bit.ly/3TaufXj
#HEINEKENVietnamNextGen #ManagementTrainee #TradeMarketing",🔔📣🟢👉🏻,"['#HEINEKENVietnamNextGen', '#ManagementTrainee', '#TradeMarketing']"
2023-11-22 19:00:00,753,"Thích, Yêu thích và Haha",6,"Cùng gặp lại Huỳnh Cẩm Tú, Business Intelligence Assistant Manager tại HEINEKEN Việt Nam để hiểu về sức mạnh của data! 🌐 Tại HEINEKEN Việt Nam, công việc của Tú là sự kết hợp hoàn hảo giữa data và business. Không chỉ là những con số, data còn có khả năng giải quyết nhiều thách thức quan trọng của business! Cùng tìm hiểu nhé! #HEINEKENVietnam #BusinessIntelligence #DataDrivenFuture #WomenInBeer",🌐,"['#HEINEKENVietnam', '#BusinessIntelligence', '#DataDrivenFuture', '#WomenInBeer']"
2023-11-10 19:00:00,290,"Thích, Yêu thích và Haha",10,"TRUNG BÌNH CUỘC SỐNG CỦA INTERN TẠI HEINEKEN VIỆT NAM CÓ GÌ? 🧐
Cùng gặp gỡ Nguyễn Cao Minh Thùy Nhung, thực tập sinh Brand Marketing của nhãn hiệu Heineken® để khám phá nhé! Dưới sự chỉ dẫn của Brand Manager, Nhung đã tham gia thực hiện nhiều hoạt động thú vị cho Heineken®. Một trong số đó là chuỗi sự kiện kỷ niệm 150 năm nhãn hiệu Heineken® vừa qua. Đối với Nhung, kỳ thực tập này không chỉ mang lại những kinh nghiệm, bài học thực tế mà còn là trải nghiệm cùng làm việc và tận hưởng niềm vui gắn kết với team của mình và với HEINEKEN Việt Nam 🥳 Xem thêm ngay bên dưới nhé 👇 #HEINEKENVietnam #internship #LifeatHEINEKENVietnam",🧐🥳👇,"['#HEINEKENVietnam', '#internship', '#LifeatHEINEKENVietnam']"
2023-11-07 19:30:00,1515,"Thích, Yêu thích và Thương thương",2,"Cùng gặp lại Nguyễn Hoàng Bảo Ngân, Digital Specialist tại HEINEKEN Việt Nam và tìm hiểu thêm về các dự án mà Ngân đang thực hiện, cũng như tìm câu trả lời cho câu hỏi: “Làm công nghệ tại công ty bia là làm gì?” Chuẩn hóa vận hành sản xuất, một trong những dự án mà Ngân đang thực hiện đã giúp HEINEKEN Việt Nam tiết kiệm đến 300 giờ làm việc mỗi năm. Với việc áp dụng chuyển đổi kỹ thuật số vào quản lý chuỗi cung ứng, HEINEKEN Việt Nam đang từng bước trở thành công ty bia kết nối tốt nhất. #HEINEKENVietnam #DigitalTransformation #WomenInBeer #bestconnectedbrewer",,"['#HEINEKENVietnam', '#DigitalTransformation', '#WomenInBeer', '#bestconnectedbrewer']"
2023-10-30 19:46:00,683,"Thích, Yêu thích và Wow",7,"Học Khoa học Dữ liệu thì phải thực tập ở công ty công nghệ chứ nhỉ! Không hẳn nha, HEINEKEN Việt Nam có nhiều vị trí thú vị cho sinh viên công nghệ nè. Cùng gặp Ngô Thị Huyền, thực tập sinh Trí tuệ Doanh nghiệp và Khoa học Dữ liệu, để nghe bạn chia sẻ về công việc của mình tại Bộ phận Kỹ thuật số và Công nghệ, HEINEKEN Việt Nam nha! #HEINEKENVietnam #Internship #LifeatHEINEKENVietnam",,"['#HEINEKENVietnam', '#Internship', '#LifeatHEINEKENVietnam']"
2023-10-27 17:44:00,100,"Thích, Yêu thích và Thương thương",1,"HEINEKEN VIỆT NAM TIẾP TỤC THẮNG LỚN TẠI MMA SMARTIES AWARDS 2023 HEINEKEN Việt Nam vinh dự giành được tổng cộng 7 Giải thưởng SMARTIES tại MMA Smarties Awards năm nay, giải thưởng danh giá nhất trong ngành Marketing. 🏆 Chiến dịch “Asian explosion in a bottle” của Tiger Soju được giải vàng hạng mục Product and/ or Service Launch 🏆 Chiến dịch “Tiger Crystal Rave - The first-ever phygital music experience to lead & break the beer convention to the youngsters” đạt giải vàng cho hạng mục Vietnam – Spatial/ AR/ VR/ NFT/ Metaverse Tech 🥈 Chiến dịch “Cancel Proof” của Heineken Silver đạt giải bạc cho hạng mục Instant Impact/ Promotion 🥈 Chiến dịch “From Gems to Silver” của Heineken Silver 2 giải bạc cho hạng mục Customer Journey Marketing - Lead Generation CRM và Integrated Ecommerce Innovation 🥉Chiến dịch “The cultural leap of an out-cider” của Strongbow đạt giải đồng hạng mục Data Insights/ Contextual Marketing Hơn nữa, HEINEKEN Việt Nam cũng vô cùng tự hào khi nhận được Giải thưởng “Advertiser của năm”. Đây cũng là lần thứ 3 chúng tôi được trao giải thưởng đặc biệt này. 💪 Những giải thưởng và thành tựu mà HEINEKEN Việt Nam đạt được cũng nhờ sự yêu quý và ủng hộ của các thành viên chúng tôi, người tiêu dùng, các bạn agency và các đối tác khác. Cảm ơn tất cả các bạn. #HEINEKENVietnam #SmartiesVietNam2023 #MMA2023",🏆🏆🥈🥈🥉💪,"['#HEINEKENVietnam', '#SmartiesVietNam2023', '#MMA2023']"
2023-10-24 20:00:00,1132,"Thích, Yêu thích và Haha",15,"Là thực tập sinh tại nhà máy bia lớn nhất Đông Nam Á thì sẽ được làm những gì? Hãy cùng theo chân Thanh Đàm, Thực tập sinh Điện và Tự động hóa tại Nhà máy bia HEINEKEN Việt Nam Vũng Tàu, để xem công việc mỗi ngày của bạn tại một nhà máy bia hiện đại với mức độ tự động hóa cao nhé! ! 🥰👇 #HEINEKENVietnam #internship #LifeatHEINEKENVietnam",🥰👇,"['#HEINEKENVietnam', '#internship', '#LifeatHEINEKENVietnam']"
